item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,days_of_stock_coverage,expected_demand_during_lead_time,lead_time_stock_gap,below_reorder_point,stockout_risk,inventory_value,coverage_to_lead_time_ratio,overstock_candidate
ITM11796,Groceries,457,49,10,8,33.44,6.35,0.12,L7,C,83,2.75,156.66,1.22,9,0.7,695,6.41,0.6,2024-04-09,298.73,0.443,13.666267942583733,267.52,189.48000000000002,False,False,71593.62,1.7082834928229667,False
ITM11797,Automotive,45,89,8,2,22.62,4.07,0.83,L20,D,108,5.0,186.07,1.0,6,0.74,861,1.15,0.48,2024-09-13,275.67,0.439,1.989389920424403,45.24,-0.240000000000002,True,True,8373.15,0.9946949602122015,False
ITM11798,Electronics,94,54,6,7,33.88,4.24,0.37,L21,A,126,2.83,197.33,0.66,6,0.83,999,14.86,0.74,2024-03-02,262.0,0.726,2.7744982290436835,237.16000000000003,-143.16000000000003,False,True,18549.02,0.39635688986338335,False
ITM11799,Electronics,475,44,13,3,2.59,5.63,0.21,L97,A,146,4.84,151.54,1.74,5,0.7,248,7.38,0.71,2024-12-14,20.88,0.506,183.3976833976834,7.77,467.23,False,False,71981.5,61.132561132561136,False
ITM11800,Groceries,383,12,10,4,29.73,1.33,0.2,L80,D,155,0.57,174.91,0.87,8,0.84,341,14.88,0.65,2024-07-14,91.27,0.649,12.882610158089472,118.92,264.08,False,False,66990.53,3.220652539522368,False
ITM11801,Pharma,443,14,11,3,28.14,7.52,0.71,L7,C,147,3.74,138.01,0.99,7,0.86,697,11.08,0.42,2024-09-28,118.68,0.565,15.74271499644634,84.42,358.58,False,False,61138.42999999999,5.247571665482114,False
ITM11802,Apparel,318,99,12,7,17.99,4.32,1.0,L87,C,124,3.32,42.48,1.71,7,0.89,132,1.72,0.33,2024-06-01,212.95,0.356,17.676486937187327,125.92999999999999,192.07,False,False,13508.64,2.5252124195981898,False
ITM11803,Pharma,169,20,4,6,10.87,5.06,0.7,L11,D,63,3.58,44.52,0.27,1,0.73,315,13.03,0.83,2024-07-30,198.11,0.839,15.547378104875806,65.22,103.78,False,False,7523.88,2.5912296841459677,False
ITM11804,Automotive,167,80,8,9,40.57,9.76,0.34,L35,A,88,3.07,30.95,0.84,6,0.75,466,8.43,0.99,2024-01-28,59.79,0.656,4.116342124722702,365.13,-198.13,False,True,5168.65,0.4573713471914113,False
ITM11805,Apparel,27,65,7,7,3.64,3.77,0.28,L57,D,24,0.7,189.17,0.87,0,0.88,919,7.34,0.34,2024-03-18,223.68,0.655,7.417582417582417,25.48,1.5199999999999996,True,False,5107.589999999999,1.0596546310832025,False
ITM11806,Groceries,48,19,7,4,4.41,6.66,0.57,L85,B,148,1.17,137.82,1.04,9,0.9,780,11.61,0.26,2024-03-11,55.13,0.503,10.884353741496598,17.64,30.36,False,False,6615.36,2.7210884353741496,False
ITM11807,Groceries,315,43,12,2,22.59,4.23,0.16,L55,B,177,4.65,160.08,0.3,7,0.71,910,11.85,0.8,2024-04-12,142.37,0.69,13.944223107569721,45.18,269.82,False,False,50425.200000000004,6.972111553784861,False
ITM11808,Apparel,493,76,13,4,13.38,9.0,0.46,L63,C,127,1.55,72.92,0.3,2,0.86,68,12.15,0.48,2024-06-24,177.83,0.76,36.846038863976084,53.52,439.48,False,False,35949.56,9.211509715994021,False
ITM11809,Electronics,433,81,5,6,37.53,8.54,0.7,L78,A,121,4.97,97.48,0.89,8,0.94,579,11.65,0.37,2024-07-28,262.5,0.568,11.537436717292833,225.18,207.82,False,False,42208.840000000004,1.9229061195488055,False
ITM11810,Apparel,228,40,14,6,32.08,2.8,0.97,L57,B,115,3.56,17.56,0.16,4,0.72,420,9.98,0.62,2024-10-18,193.08,0.705,7.107231920199502,192.48,35.52000000000001,False,False,4003.68,1.1845386533665836,False
ITM11811,Automotive,147,84,10,3,38.85,7.07,0.48,L54,D,114,2.5,178.91,0.58,6,0.82,740,10.46,0.74,2024-08-22,286.9,0.673,3.7837837837837838,116.55000000000001,30.44999999999999,False,False,26299.77,1.2612612612612613,False
ITM11812,Electronics,359,80,10,3,16.91,1.12,0.28,L35,C,56,4.64,172.07,0.48,6,0.8,72,13.02,0.37,2024-03-14,298.4,0.64,21.230041395623893,50.730000000000004,308.27,False,False,61773.13,7.076680465207964,False
ITM11813,Groceries,135,75,14,7,37.29,9.65,0.84,L28,C,127,4.08,159.11,1.03,8,0.97,434,10.67,1.0,2024-06-10,157.56,0.673,3.620273531777957,261.03,-126.02999999999997,False,True,21479.850000000002,0.5171819331111367,False
ITM11814,Apparel,458,79,7,5,43.25,3.82,0.77,L97,A,135,2.43,21.08,0.12,1,0.76,876,2.42,0.46,2024-04-02,24.93,0.644,10.589595375722544,216.25,241.75,False,False,9654.64,2.117919075144509,False
ITM11815,Pharma,163,50,10,9,17.92,8.4,0.87,L66,B,157,0.81,43.11,1.38,3,0.8,805,10.04,0.45,2024-02-11,18.21,0.586,9.095982142857142,161.28000000000003,1.7199999999999704,False,False,7026.93,1.0106646825396826,False
ITM11816,Pharma,449,72,12,4,17.65,3.53,0.29,L15,C,107,4.41,73.49,1.73,7,0.97,668,3.38,0.54,2024-09-06,258.14,0.434,25.439093484419267,70.6,378.4,False,False,32997.009999999995,6.359773371104817,False
ITM11817,Automotive,337,41,10,7,45.1,6.51,0.46,L45,D,159,3.94,59.98,1.44,4,0.8,692,1.2,0.8,2024-06-19,154.96,0.512,7.472283813747228,315.7,21.30000000000001,False,False,20213.26,1.067469116249604,False
ITM11818,Pharma,254,29,5,5,3.44,9.84,0.98,L56,B,57,4.06,169.31,1.65,4,0.86,571,4.0,0.9,2024-11-19,116.37,0.56,73.83720930232558,17.2,236.8,False,False,43004.74,14.767441860465116,True
ITM11819,Apparel,26,66,4,7,18.16,8.83,0.24,L15,C,91,3.85,47.02,1.32,2,0.71,428,3.16,0.46,2024-03-31,92.49,0.504,1.4317180616740088,127.12,-101.12,True,True,1222.52,0.20453115166771554,False
ITM11820,Apparel,483,59,11,9,6.81,2.02,0.7,L37,C,25,1.74,111.1,1.06,4,1.0,760,2.43,0.29,2024-06-09,91.72,0.504,70.9251101321586,61.29,421.71,False,False,53661.299999999996,7.880567792462066,False
ITM11821,Pharma,64,89,4,9,2.42,5.7,0.31,L87,B,142,4.36,118.56,0.52,6,0.95,866,4.01,0.4,2024-11-20,31.12,0.551,26.446280991735538,21.78,42.22,True,False,7587.84,2.9384756657483933,False
ITM11822,Apparel,462,34,11,6,6.53,3.81,0.55,L87,B,83,0.51,90.75,0.63,3,0.89,873,8.89,0.27,2024-01-30,97.87,0.628,70.75038284839204,39.18,422.82,False,False,41926.5,11.791730474732006,False
ITM11823,Automotive,258,21,6,3,22.13,4.63,0.82,L76,A,30,1.57,55.73,0.7,7,0.72,139,3.12,0.7,2024-01-03,196.99,0.516,11.65838228648893,66.39,191.61,False,False,14378.339999999998,3.8861274288296435,False
ITM11824,Electronics,459,80,14,3,34.66,3.68,0.54,L63,D,70,0.71,192.46,0.17,5,0.72,193,4.91,0.79,2024-08-19,121.71,0.65,13.242931332948645,103.97999999999999,355.02,False,False,88339.14,4.414310444316215,False
ITM11825,Automotive,451,48,4,9,15.17,3.69,0.82,L68,A,33,1.0,88.55,1.83,5,0.86,856,12.89,0.54,2024-05-20,284.87,0.569,29.72972972972973,136.53,314.47,False,False,39936.049999999996,3.3033033033033035,False
ITM11826,Automotive,174,26,12,7,42.63,5.65,0.48,L86,A,32,2.9,148.19,1.81,5,0.79,670,13.43,0.96,2024-04-17,203.77,0.648,4.081632653061225,298.41,-124.41000000000003,False,True,25785.06,0.5830903790087464,False
ITM11827,Apparel,200,54,3,9,22.44,2.32,1.0,L40,D,96,0.67,44.97,0.3,3,0.89,913,5.66,0.78,2024-03-27,260.55,0.719,8.9126559714795,201.96,-1.960000000000008,False,True,8994.0,0.9902951079421667,False
ITM11828,Electronics,234,20,6,3,48.44,5.61,0.49,L6,D,148,1.32,166.33,1.16,2,0.88,253,13.59,0.5,2024-10-22,43.11,0.701,4.830718414533444,145.32,88.68,False,False,38921.22,1.610239471511148,False
ITM11829,Apparel,107,79,11,2,47.75,3.15,0.23,L29,A,11,1.55,51.02,0.99,9,0.95,605,9.2,0.28,2024-03-22,140.65,0.49,2.2408376963350785,95.5,11.5,False,False,5459.14,1.1204188481675392,False
ITM11830,Groceries,275,32,14,7,38.89,3.25,0.46,L51,B,62,3.45,138.31,1.4,5,0.78,569,4.17,0.59,2024-09-07,22.02,0.49,7.071226536384675,272.23,2.769999999999982,False,False,38035.25,1.010175219483525,False
ITM11831,Apparel,92,79,11,6,46.69,7.52,0.77,L77,D,148,2.61,106.23,1.25,5,0.87,441,11.56,0.6,2024-02-15,269.55,0.623,1.9704433497536946,280.14,-188.14,False,True,9773.16,0.3284072249589491,False
ITM11832,Apparel,438,47,6,8,35.65,0.78,0.86,L8,A,24,2.56,37.85,0.34,1,0.93,350,13.91,0.64,2024-03-07,52.59,0.845,12.286115007012624,285.2,152.8,False,False,16578.3,1.535764375876578,False
ITM11833,Apparel,198,11,11,7,44.88,4.12,0.51,L1,B,149,3.96,14.74,1.35,9,0.85,956,10.23,0.75,2024-11-10,243.57,0.541,4.411764705882352,314.16,-116.16000000000003,False,True,2918.52,0.630252100840336,False
ITM11834,Electronics,231,95,14,7,12.59,4.37,0.64,L27,C,131,2.56,186.84,1.26,8,0.95,554,3.82,0.41,2024-08-10,277.91,0.437,18.347895154884828,88.13,142.87,False,False,43160.04,2.621127879269261,False
ITM11835,Apparel,312,93,8,3,17.93,5.11,0.86,L39,B,132,2.07,33.88,1.11,3,0.74,914,2.2,0.2,2024-11-20,138.15,0.446,17.401003904071388,53.79,258.21,False,False,10570.560000000001,5.800334634690462,False
ITM11836,Electronics,253,98,3,6,37.89,6.86,0.83,L28,A,173,4.83,143.94,0.86,3,0.92,202,4.21,0.85,2024-08-07,122.91,0.664,6.6772235418316175,227.34,25.659999999999997,False,False,36416.82,1.1128705903052696,False
ITM11837,Pharma,484,88,12,7,21.8,4.01,0.69,L99,D,101,0.54,134.01,1.91,9,0.98,578,5.74,0.86,2024-07-25,184.03,0.474,22.201834862385322,152.6,331.4,False,False,64860.84,3.1716906946264745,False
ITM11838,Groceries,258,81,8,3,42.03,2.52,0.83,L18,B,32,1.87,74.93,1.71,7,0.8,388,5.67,0.93,2024-08-07,224.7,0.511,6.138472519628836,126.09,131.91,False,False,19331.940000000002,2.0461575065429454,False
ITM11839,Electronics,242,46,11,9,44.0,8.91,0.62,L98,B,164,3.24,45.22,1.21,2,0.81,798,7.98,0.98,2024-09-01,197.23,0.703,5.5,396.0,-154.0,False,True,10943.24,0.6111111111111112,False
ITM11840,Pharma,138,58,4,4,15.69,9.82,0.1,L33,B,97,4.02,43.88,0.11,9,0.73,561,8.07,0.33,2024-07-15,10.33,0.529,8.795411089866157,62.76,75.24000000000001,False,False,6055.4400000000005,2.198852772466539,False
ITM11841,Electronics,332,61,8,6,41.35,0.69,0.14,L38,D,151,4.17,121.21,0.92,6,0.89,384,7.6,0.48,2024-01-03,237.92,0.563,8.029020556227328,248.10000000000002,83.89999999999998,False,False,40241.72,1.3381700927045548,False
ITM11842,Electronics,283,42,4,5,8.56,5.69,0.98,L42,D,108,0.71,113.92,1.43,6,0.87,558,5.81,0.88,2024-01-20,52.74,0.564,33.0607476635514,42.800000000000004,240.2,False,False,32239.36,6.612149532710281,False
ITM11843,Groceries,226,31,6,2,17.38,3.75,0.23,L16,B,36,3.69,176.43,0.32,1,0.71,105,2.5,0.95,2024-09-30,140.41,0.713,13.003452243958574,34.76,191.24,False,False,39873.18,6.501726121979287,False
ITM11844,Automotive,114,14,10,5,26.38,3.13,0.46,L1,B,30,3.74,131.6,0.87,2,0.93,605,6.86,0.21,2024-04-12,91.88,0.592,4.321455648218348,131.9,-17.900000000000006,False,True,15002.4,0.8642911296436695,False
ITM11845,Automotive,392,27,9,8,12.1,3.69,0.94,L64,A,58,1.46,165.66,0.46,3,0.95,870,14.8,0.51,2024-07-10,279.09,0.783,32.396694214876035,96.8,295.2,False,False,64938.72,4.049586776859504,False
ITM11846,Electronics,241,47,13,9,29.38,6.57,0.28,L96,D,53,1.01,16.16,0.74,1,0.97,802,10.15,0.29,2024-01-08,155.61,0.693,8.20285908781484,264.42,-23.420000000000016,False,True,3894.56,0.9114287875349822,False
ITM11847,Apparel,385,46,14,6,29.36,2.31,0.86,L56,B,53,3.87,137.49,0.15,8,0.86,980,7.16,0.83,2024-06-13,161.43,0.658,13.11307901907357,176.16,208.84,False,False,52933.65,2.185513169845595,False
ITM11848,Pharma,295,73,11,7,11.14,9.17,0.84,L23,D,137,1.62,54.4,0.34,9,0.84,600,2.17,0.8,2024-09-28,32.08,0.543,26.481149012567325,77.98,217.01999999999998,False,False,16048.0,3.783021287509618,False
ITM11849,Apparel,399,19,9,3,39.99,4.93,0.99,L17,D,179,0.51,58.04,0.96,5,0.96,179,3.99,0.8,2024-04-07,270.23,0.609,9.977494373593398,119.97,279.03,False,False,23157.96,3.325831457864466,False
ITM11850,Apparel,250,88,3,8,31.95,3.59,0.35,L49,D,32,1.51,146.91,1.81,0,0.82,147,9.05,0.51,2024-01-10,79.32,0.606,7.82472613458529,255.6,-5.599999999999994,False,True,36727.5,0.9780907668231612,False
ITM11851,Electronics,328,51,4,6,16.57,7.77,0.38,L69,A,138,0.64,160.75,1.03,0,0.9,842,7.97,0.52,2024-12-12,130.05,0.687,19.79480989740495,99.42,228.57999999999998,False,False,52726.0,3.2991349829008247,False
ITM11852,Electronics,138,57,8,2,12.38,0.66,0.91,L91,C,134,1.62,80.63,0.96,7,0.88,471,1.27,0.41,2024-01-03,295.74,0.439,11.147011308562197,24.76,113.24,False,False,11126.939999999999,5.573505654281099,False
ITM11853,Electronics,287,53,9,6,44.06,4.6,0.31,L30,D,45,2.01,160.11,1.6,5,0.81,129,2.21,0.49,2024-11-16,43.03,0.429,6.513844757149341,264.36,22.639999999999986,False,False,45951.57000000001,1.0856407928582235,False
ITM11854,Electronics,452,91,5,8,41.95,3.88,0.59,L65,D,64,1.72,94.31,0.61,9,0.73,337,5.98,0.99,2024-05-07,218.37,0.583,10.774731823599522,335.6,116.39999999999998,False,False,42628.12,1.3468414779499402,False
ITM11855,Automotive,292,96,11,3,12.26,3.71,0.74,L72,B,119,4.64,172.95,0.28,6,0.71,896,2.97,0.24,2024-04-25,85.44,0.482,23.817292006525285,36.78,255.22,False,False,50501.399999999994,7.939097335508428,False
ITM11856,Electronics,83,25,9,5,2.74,3.7,0.34,L86,D,25,1.55,14.73,0.5,5,0.83,795,14.41,0.46,2024-12-21,131.74,0.7,30.291970802919707,13.700000000000001,69.3,False,False,1222.5900000000001,6.0583941605839415,False
ITM11857,Automotive,317,63,8,4,40.42,0.8,0.94,L46,C,98,2.6,25.86,1.6,1,0.84,895,1.48,0.83,2024-06-25,131.28,0.574,7.842652152399801,161.68,155.32,False,False,8197.619999999999,1.9606630380999504,False
ITM11858,Automotive,369,44,8,5,31.16,1.95,0.7,L10,D,27,4.81,157.51,1.39,2,0.95,218,14.64,0.51,2024-06-08,280.35,0.708,11.842105263157894,155.8,213.2,False,False,58121.189999999995,2.3684210526315788,False
ITM11859,Electronics,432,37,3,3,5.94,1.85,0.14,L51,A,47,4.46,128.58,0.27,7,0.82,128,10.19,0.96,2024-03-07,13.01,0.725,72.72727272727272,17.82,414.18,False,False,55546.560000000005,24.24242424242424,False
ITM11860,Groceries,422,11,7,8,29.78,9.89,0.22,L95,B,29,1.89,116.21,1.37,3,0.78,120,6.7,0.47,2024-02-22,116.49,0.542,14.170584284754868,238.24,183.76,False,False,49040.619999999995,1.7713230355943586,False
ITM11861,Pharma,30,22,12,3,23.16,0.71,0.27,L6,C,28,1.97,126.66,1.87,7,0.84,312,8.55,0.88,2024-07-15,257.2,0.531,1.2953367875647668,69.48,-39.480000000000004,False,True,3799.7999999999997,0.4317789291882556,False
ITM11862,Apparel,117,50,5,9,38.95,2.09,0.32,L56,A,22,3.17,186.74,0.19,2,0.77,761,6.74,0.85,2024-09-14,274.05,0.755,3.00385109114249,350.55,-233.55,False,True,21848.58,0.33376123234916555,False
ITM11863,Automotive,453,89,9,2,11.25,9.75,0.76,L3,C,26,4.63,134.55,1.27,1,0.73,772,9.02,0.21,2024-10-28,100.28,0.561,40.266666666666666,22.5,430.5,False,False,60951.15000000001,20.133333333333333,False
ITM11864,Pharma,90,68,12,6,23.2,6.47,0.18,L59,B,39,0.54,133.02,0.82,6,0.73,579,3.13,0.52,2024-06-05,80.17,0.49,3.8793103448275863,139.2,-49.19999999999999,False,True,11971.800000000001,0.646551724137931,False
ITM11865,Groceries,383,78,5,9,8.66,4.78,0.42,L10,D,52,2.27,154.3,1.05,0,0.8,834,2.68,0.42,2024-03-26,143.77,0.575,44.226327944572745,77.94,305.06,False,False,59096.9,4.91403643828586,False
ITM11866,Apparel,77,62,7,6,47.92,1.25,0.92,L41,B,57,4.32,174.66,1.1,2,0.7,259,8.4,0.58,2024-02-03,226.29,0.618,1.6068447412353923,287.52,-210.51999999999998,False,True,13448.82,0.2678074568725654,False
ITM11867,Apparel,309,54,9,5,39.16,6.86,0.6,L74,B,52,2.35,59.76,1.56,1,0.77,166,2.0,0.57,2024-01-24,54.67,0.519,7.890704800817161,195.79999999999998,113.20000000000002,False,False,18465.84,1.5781409601634322,False
ITM11868,Automotive,270,29,5,8,37.1,1.81,0.34,L55,D,102,3.74,127.18,1.16,4,0.94,665,5.09,0.92,2024-06-01,237.5,0.644,7.277628032345013,296.8,-26.80000000000001,False,True,34338.6,0.9097035040431266,False
ITM11869,Electronics,295,33,12,4,34.82,6.88,0.96,L74,A,123,3.61,120.96,1.23,1,0.77,126,13.98,0.35,2024-05-28,158.68,0.667,8.472142446869615,139.28,155.72,False,False,35683.2,2.1180356117174037,False
ITM11870,Groceries,69,70,4,4,21.74,9.8,0.32,L52,C,75,1.42,35.62,0.73,9,0.73,364,13.27,0.35,2024-08-21,50.83,0.54,3.173873045078197,86.96,-17.959999999999994,True,True,2457.7799999999997,0.7934682612695493,False
ITM11871,Automotive,377,67,8,2,46.24,5.55,0.91,L91,A,128,2.52,108.86,0.34,4,0.98,60,12.64,0.29,2024-09-23,204.81,0.709,8.15311418685121,92.48,284.52,False,False,41040.22,4.076557093425605,False
ITM11872,Groceries,235,36,10,3,4.57,2.53,0.75,L82,D,62,3.05,23.21,1.4,2,0.89,942,8.1,0.79,2024-11-01,192.18,0.664,51.42231947483588,13.71,221.29,False,False,5454.35,17.140773158278627,False
ITM11873,Electronics,413,35,6,2,40.36,6.44,0.77,L54,C,81,3.72,45.14,0.1,8,0.72,100,1.39,0.93,2024-09-25,190.49,0.579,10.232903865213082,80.72,332.28,False,False,18642.82,5.116451932606541,False
ITM11874,Electronics,435,16,11,6,11.55,5.37,0.79,L38,D,87,4.2,183.46,0.72,9,0.72,56,2.7,0.49,2024-06-21,228.89,0.426,37.66233766233766,69.30000000000001,365.7,False,False,79805.1,6.2770562770562774,False
ITM11875,Automotive,71,51,14,7,16.88,5.56,0.56,L15,A,171,3.92,32.66,0.51,8,0.88,972,13.87,0.25,2024-08-10,62.55,0.6,4.206161137440758,118.16,-47.16,False,True,2318.8599999999997,0.6008801624915369,False
ITM11876,Electronics,290,56,14,7,26.45,5.04,0.83,L52,B,83,0.63,119.99,0.84,7,0.86,598,12.71,0.32,2024-12-17,212.27,0.581,10.964083175803403,185.15,104.85,False,False,34797.1,1.5662975965433432,False
ITM11877,Pharma,103,62,10,7,39.35,6.9,0.85,L3,C,81,3.52,71.46,0.69,4,0.72,310,6.27,0.28,2024-03-09,267.32,0.535,2.6175349428208383,275.45,-172.45,False,True,7360.379999999999,0.3739335632601198,False
ITM11878,Apparel,406,68,9,3,42.09,5.93,0.42,L42,D,22,2.74,115.51,1.44,9,0.77,623,11.21,0.67,2024-06-24,163.79,0.513,9.645996673794249,126.27000000000001,279.73,False,False,46897.060000000005,3.215332224598083,False
ITM11879,Automotive,312,47,9,2,29.6,9.88,0.46,L22,C,68,3.08,54.64,0.59,6,0.98,561,12.96,0.43,2024-09-07,150.95,0.676,10.54054054054054,59.2,252.8,False,False,17047.68,5.27027027027027,False
ITM11880,Groceries,145,78,5,9,20.75,8.35,0.9,L80,C,41,2.18,94.43,1.17,1,0.87,249,9.68,0.92,2024-07-02,241.36,0.75,6.9879518072289155,186.75,-41.75,False,True,13692.35,0.7764390896921017,False
ITM11881,Pharma,315,96,8,8,47.38,3.01,0.57,L59,A,92,3.71,174.79,0.97,2,0.83,379,12.95,0.33,2024-04-06,52.41,0.668,6.648374841705361,379.04,-64.04000000000002,False,True,55058.85,0.8310468552131701,False
ITM11882,Automotive,91,62,7,5,13.08,7.39,0.88,L89,B,129,3.53,81.48,1.62,1,0.78,139,4.43,0.94,2024-03-25,108.85,0.621,6.957186544342508,65.4,25.599999999999994,False,False,7414.68,1.3914373088685017,False
ITM11883,Electronics,315,24,3,6,40.35,2.54,0.66,L47,C,63,3.11,77.08,0.91,9,0.74,640,7.47,0.47,2024-07-25,257.6,0.471,7.806691449814126,242.10000000000002,72.89999999999998,False,False,24280.2,1.3011152416356877,False
ITM11884,Electronics,255,35,13,7,30.99,7.93,0.63,L12,A,11,4.38,94.76,1.74,0,0.82,104,9.11,0.89,2024-01-10,154.93,0.689,8.228460793804453,216.92999999999998,38.07000000000002,False,False,24163.800000000003,1.1754943991149218,False
ITM11885,Electronics,75,57,5,8,19.47,1.9,0.13,L56,C,127,0.96,29.09,0.1,2,0.98,961,9.84,0.96,2024-04-26,253.73,0.869,3.852080123266564,155.76,-80.75999999999999,False,True,2181.75,0.4815100154083205,False
ITM11886,Electronics,426,28,14,4,1.07,5.0,0.35,L14,B,46,1.85,83.6,1.25,3,0.71,270,14.82,0.99,2024-04-24,83.04,0.753,398.1308411214953,4.28,421.72,False,False,35613.6,99.53271028037382,False
ITM11887,Groceries,379,18,3,9,22.88,8.01,0.55,L32,C,106,2.73,11.31,0.12,8,1.0,141,12.84,0.84,2024-03-08,122.98,0.767,16.564685314685317,205.92,173.08,False,False,4286.49,1.8405205905205908,False
ITM11888,Pharma,414,73,6,2,14.56,3.16,0.63,L56,B,112,4.81,105.65,1.46,1,0.76,635,1.77,0.28,2024-04-18,248.85,0.466,28.434065934065934,29.12,384.88,False,False,43739.100000000006,14.217032967032967,True
ITM11889,Apparel,129,63,12,6,6.11,8.45,0.67,L76,A,123,0.82,171.11,0.55,8,0.82,105,3.37,0.24,2024-01-12,57.41,0.442,21.112929623567922,36.660000000000004,92.34,False,False,22073.190000000002,3.518821603927987,False
ITM11890,Groceries,211,60,5,6,4.68,6.62,0.74,L52,A,170,2.02,114.89,0.82,0,0.71,793,10.2,0.79,2024-10-28,269.49,0.754,45.085470085470085,28.08,182.92000000000002,False,False,24241.79,7.514245014245014,False
ITM11891,Groceries,411,48,13,4,18.03,4.28,0.69,L68,B,10,4.67,125.47,0.82,8,0.88,228,4.37,0.92,2024-09-15,99.86,0.576,22.795341098169715,72.12,338.88,False,False,51568.17,5.698835274542429,False
ITM11892,Apparel,112,13,6,9,31.12,4.52,0.86,L11,B,137,4.54,15.81,1.71,5,0.85,991,3.23,0.33,2024-03-27,292.08,0.408,3.5989717223650386,280.08,-168.07999999999998,False,True,1770.72,0.3998857469294487,False
ITM11893,Apparel,369,12,11,4,42.04,9.3,0.37,L51,A,112,4.39,173.31,0.29,7,0.9,110,10.33,0.95,2024-03-04,250.04,0.739,8.777354900095148,168.16,200.84,False,False,63951.39,2.194338725023787,False
ITM11894,Electronics,75,73,5,4,9.99,2.57,0.68,L40,B,165,1.89,83.15,1.37,2,0.86,921,8.51,0.69,2024-07-06,142.12,0.646,7.5075075075075075,39.96,35.04,False,False,6236.25,1.8768768768768769,False
ITM11895,Groceries,79,38,14,7,21.81,7.09,0.15,L96,B,154,4.31,195.22,1.96,7,0.82,166,12.27,0.3,2024-12-30,225.25,0.452,3.622191655204035,152.67,-73.66999999999999,False,True,15422.38,0.5174559507434335,False
ITM11896,Automotive,157,20,8,9,20.21,7.22,0.53,L44,D,66,2.77,32.89,0.14,8,0.92,639,5.47,0.33,2024-11-29,171.03,0.549,7.76843146956952,181.89000000000001,-24.890000000000015,False,True,5163.7300000000005,0.863159052174391,False
ITM11897,Apparel,58,67,8,7,26.16,9.26,0.34,L29,C,79,3.29,189.49,1.94,6,0.71,285,5.62,0.25,2024-01-20,257.44,0.353,2.217125382262997,183.12,-125.12,True,True,10990.42,0.31673219746614245,False
ITM11898,Apparel,47,84,9,2,40.67,7.28,0.44,L43,A,53,1.57,130.52,0.13,3,0.86,82,3.11,0.31,2024-07-11,160.25,0.602,1.1556429800835997,81.34,-34.34,True,True,6134.4400000000005,0.5778214900417998,False
ITM11899,Pharma,68,36,11,4,28.13,6.05,0.42,L100,A,150,3.68,19.94,1.7,5,0.73,616,10.13,0.79,2024-11-23,296.52,0.569,2.417348027017419,112.52,-44.519999999999996,False,True,1355.92,0.6043370067543548,False
ITM11900,Automotive,439,30,14,5,42.49,9.07,0.15,L22,D,85,1.97,194.62,1.93,5,0.83,292,10.92,0.38,2024-05-10,48.72,0.495,10.331842786538008,212.45000000000002,226.54999999999998,False,False,85438.18000000001,2.0663685573076016,False
ITM11901,Automotive,144,48,9,6,26.41,8.38,0.52,L10,B,167,2.05,12.64,1.99,1,0.94,835,2.94,0.65,2024-09-30,206.18,0.538,5.452480121166225,158.46,-14.460000000000008,False,True,1820.16,0.9087466868610375,False
ITM11902,Apparel,32,55,3,9,30.59,7.31,1.0,L66,B,94,3.37,148.83,0.97,1,0.74,957,4.56,0.78,2024-11-15,81.24,0.648,1.0460934946060805,275.31,-243.31,True,True,4762.56,0.11623261051178672,False
ITM11903,Electronics,499,75,10,4,22.43,0.81,0.37,L82,B,75,1.58,179.01,1.75,4,0.98,123,3.16,0.92,2024-01-25,65.46,0.567,22.24699063753901,89.72,409.28,False,False,89325.98999999999,5.561747659384753,False
ITM11904,Pharma,55,45,7,9,41.33,4.05,0.76,L15,A,62,1.51,43.4,0.33,0,0.97,70,11.47,0.67,2024-10-31,128.39,0.848,1.330752480038713,371.96999999999997,-316.96999999999997,False,True,2387.0,0.1478613866709681,False
ITM11905,Automotive,120,84,11,6,46.27,6.5,0.59,L68,D,27,2.16,75.24,0.91,4,0.82,914,3.93,0.66,2024-01-25,116.56,0.577,2.5934730927166627,277.62,-157.62,False,True,9028.8,0.4322455154527771,False
ITM11906,Apparel,301,91,12,3,32.32,5.46,0.39,L66,C,37,4.0,116.63,0.69,9,0.7,762,3.13,0.93,2024-12-04,23.44,0.519,9.313118811881187,96.96000000000001,204.04,False,False,35105.63,3.104372937293729,False
ITM11907,Automotive,105,74,14,8,41.22,3.53,0.18,L25,D,141,1.51,139.16,0.85,2,0.94,203,1.98,0.44,2024-02-25,134.04,0.577,2.547307132459971,329.76,-224.76,False,True,14611.8,0.3184133915574964,False
ITM11908,Pharma,23,72,7,3,3.89,1.87,0.29,L100,A,51,4.04,175.66,1.43,2,0.96,303,12.64,0.36,2024-11-30,286.06,0.65,5.912596401028278,11.67,11.33,True,False,4040.18,1.9708654670094259,False
ITM11909,Pharma,242,44,7,4,45.4,5.75,0.8,L45,C,135,3.63,154.6,0.27,7,0.75,256,2.74,0.9,2024-01-11,145.39,0.6,5.330396475770925,181.6,60.400000000000006,False,False,37413.2,1.3325991189427313,False
